FID,title,description,category,price,length,rating,actors
633,OCTOBER SUBMARINE,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,Classics,4.99,54,PG-13,"Cameron Wray, Sean Guiness, Emily Dee, Liza Bergman, Grace Mostel"
634,ODDS BOOGIE,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,Family,0.99,48,NC-17,"Mae Hoffman, Elvis Marx, Chris Bridges, Geoffrey Heston, Kenneth Hoffman"
635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,New,0.99,58,PG,"Jennifer Davis, Bela Walken, Richard Penn, Cary Mcconaughey, Christian Akroyd, Rip Crawford, Cuba Olivier, Karl Berry, Penelope Guiness"
636,OLEANDER CLUE,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,Music,0.99,161,PG,"Zero Cage, Penelope Pinkett, Russell Close, Oprah Kilmer, Ewan Gooding, Warren Jackman, Jim Mostel, Greg Chaplin, Sean Williams, Sandra Kilmer"
637,OPEN AFRICAN,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,Sci-Fi,4.99,131,PG,"Julia Zellweger, Vivien Basinger, Adam Hopper, Milla Keitel, Jude Cruise, Sissy Sobieski, Gina Degeneres, Julia Mcqueen, Grace Mostel"
638,OPERATION OPERATION,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,Comedy,2.99,156,G,"Adam Grant, Gregory Gooding, Christian Akroyd"
639,OPPOSITE NECKLACE,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,Family,4.99,92,PG,"Christian Neeson, Groucho Dunst, Lucille Dee, Matthew Leigh, Groucho Williams, Debbie Akroyd"
640,OPUS ICE,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,Foreign,4.99,102,R,"Humphrey Garland, Daryl Crawford, Sean Williams, Julia Fawcett"
641,ORANGE GRAPES,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,Foreign,0.99,76,PG-13,"Penelope Monroe, Kevin Garland, Kim Allen, Cuba Allen, Meg Hawke"
642,ORDER BETRAYED,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,Travel,2.99,120,PG-13,"Humphrey Garland, Spencer Depp, Morgan Hopkins, Greta Malden, Kenneth Hoffman, Penelope Monroe, Angelina Astaire"
643,ORIENT CLOSER,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,Drama,2.99,118,R,"Cameron Zellweger, Matthew Leigh, Scarlett Damon, Lucille Tracy"
644,OSCAR GOLD,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,Animation,2.99,115,PG,"Al Garland, Harvey Hope, Ellen Presley, Bob Fawcett, Rip Crawford, Dustin Tautou"
645,OTHERS SOUP,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,Travel,2.99,118,PG,"Frances Day-lewis, Natalie Hopkins, Burt Posey, Olympia Pfeiffer"
646,OUTBREAK DIVINE,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,Games,0.99,169,NC-17,"Fay Wood, James Pitt, Ray Johansson, Mae Hoffman, Alec Wayne"
647,OUTFIELD MASSACRE,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,Music,0.99,129,NC-17,"Dan Streep, Whoopi Hurt, Jane Jackman, Jayne Nolte"
648,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,Travel,4.99,148,PG-13,"Julia Zellweger, Elvis Marx, Goldie Brody, Tom Miranda, Angelina Astaire, Warren Nolte, Christian Neeson"
649,OZ LIAISONS,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,Animation,2.99,85,R,"Gene Mckellen, Jayne Silverstone, Christian Neeson, Sandra Kilmer, Penelope Pinkett, Sidney Crowe, Warren Jackman, Salma Nolte, Ed Mansfield, Fay Winslet, Groucho Williams"
650,PACIFIC AMISTAD,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,Documentary,0.99,144,G,"Humphrey Garland, Ed Guiness, Cate Mcqueen, Susan Davis, Angelina Astaire, Dustin Tautou, Johnny Lollobrigida, Joe Swank"
651,PACKER MADIGAN,A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park,Animation,0.99,84,PG-13,Tim Hackman
652,PAJAMA JAWBREAKER,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,Classics,0.99,126,R,"Woody Hoffman, Lucille Tracy, Warren Nolte, Will Wilson, Richard Penn"
653,PANIC CLUB,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,Horror,4.99,102,G,"Cameron Streep, Harvey Hope, Dan Streep"
654,PANKY SUBMARINE,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,Games,4.99,93,G,"Liza Bergman, Salma Nolte, Julia Zellweger, Michelle Mcconaughey, Russell Bacall, Spencer Peck, Groucho Dunst, Rip Winslet"
655,PANTHER REDS,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,Sci-Fi,4.99,109,NC-17,"Gene Hopkins, Harvey Hope, Ben Willis, Susan Davis, Warren Nolte"
656,PAPI NECKLACE,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,Travel,0.99,128,PG,"Cuba Allen, Meg Hawke, Morgan Hopkins"
657,PARADISE SABRINA,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,Comedy,2.99,48,PG-13,"Jodie Degeneres, Penelope Cronyn, Sylvester Dern, Jeff Silverstone"
658,PARIS WEEKEND,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,Horror,2.99,121,PG-13,"Liza Bergman, Angela Hudson, Henry Berry, Penelope Pinkett, Geoffrey Heston, Jayne Silverstone"
659,PARK CITIZEN,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,Action,4.99,109,PG-13,"Groucho Dunst, Penelope Monroe, River Dean, Oprah Kilmer, Al Garland, Michael Bening"
660,PARTY KNOCK,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,Comedy,2.99,107,PG,"River Dean, Chris Depp"
661,PAST SUICIDES,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,Foreign,4.99,157,PG-13,"Kim Allen, Harrison Bale, Gene Willis, Humphrey Garland, Groucho Williams, Greta Malden"
662,PATHS CONTROL,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,Drama,4.99,118,PG,"Susan Davis, Kirsten Akroyd, Anne Cronyn, Val Bolger, Rock Dukakis"
663,PATIENT SISTER,A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia,Classics,0.99,99,NC-17,"Milla Keitel, Sean Guiness, Lucille Tracy, Val Bolger"
664,PATRIOT ROMAN,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,Action,2.99,65,PG,"Renee Ball, Carmen Hunt, Albert Nolte, Kim Allen"
665,PATTON INTERVIEW,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,Horror,2.99,175,PG,"Cate Mcqueen, Sean Williams, Rip Winslet, Henry Berry, Tom Miranda, Johnny Lollobrigida, Whoopi Hurt, Geoffrey Heston, Michael Bolger"
666,PAYCHECK WAIT,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,Drama,4.99,145,PG-13,"Liza Bergman, Russell Bacall, Gary Penn"
667,PEACH INNOCENT,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,Sports,2.99,160,PG-13,"Burt Posey, Groucho Williams, Tim Hackman, Milla Peck, Gary Penn"
668,PEAK FOREVER,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,Sports,4.99,80,PG,"Audrey Olivier, Kenneth Pesci, Angela Witherspoon, Gregory Gooding, Debbie Akroyd"
669,PEARL DESTINY,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,Foreign,2.99,74,NC-17,"Tim Hackman, Harvey Hope, Daryl Crawford, Cameron Zellweger"
670,PELICAN COMFORTS,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,Documentary,4.99,48,PG,"Bob Fawcett, Julia Barrymore, Groucho Sinatra, Whoopi Hurt, Russell Temple"
671,PERDITION FARGO,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,Sports,4.99,99,NC-17,"Cate Mcqueen, Renee Ball, Joe Swank, Rip Winslet, Harrison Bale"
672,PERFECT GROOVE,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,Comedy,2.99,82,PG-13,"Karl Berry, Natalie Hopkins, Jim Mostel, Laurence Bullock, Ben Willis, Jayne Nolte"
673,PERSONAL LADYBUGS,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,Music,0.99,118,PG-13,"Tom Miranda, Sandra Kilmer, Jayne Silverstone, Humphrey Willis, Salma Nolte, Warren Nolte, Cate Harris, Bob Fawcett, Kenneth Hoffman"
674,PET HAUNTING,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,Foreign,0.99,99,PG,"Nick Degeneres, John Suvari, Jodie Degeneres, Groucho Sinatra, Morgan Hopkins, Ben Harris, Laura Brody"
675,PHANTOM GLORY,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,New,2.99,60,NC-17,"Carmen Hunt, Groucho Dunst"
676,PHILADELPHIA WIFE,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,Sports,4.99,137,PG-13,"Sean Guiness, Mary Tandy"
677,PIANIST OUTFIELD,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,New,0.99,136,NC-17,"Penelope Cronyn, John Suvari, Jayne Silverstone, Debbie Akroyd, Michael Bening"
678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,Sports,2.99,77,G,"Will Wilson, Ellen Presley, Minnie Zellweger, Gary Phoenix, Jodie Degeneres"
679,PILOT HOOSIERS,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,Family,2.99,50,PG,"Julia Mcqueen, Woody Hoffman, Cameron Zellweger, Spencer Peck, Henry Berry, Debbie Akroyd, Audrey Bailey"
680,PINOCCHIO SIMON,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,Comedy,4.99,103,PG,"Meryl Gibson, John Suvari, Laura Brody, Ben Harris, River Dean, Morgan Hopkins, Cameron Zellweger, Ellen Presley, Ralph Cruz, Reese Kilmer, Kirsten Paltrow"
681,PIRATES ROXANNE,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,Sports,0.99,100,PG,Humphrey Willis
682,PITTSBURGH HUNCHBACK,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,Family,4.99,134,PG-13,"Audrey Bailey, Julia Mcqueen, Penelope Monroe, John Suvari, Rip Crawford"
683,PITY BOUND,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,Drama,4.99,60,NC-17,"Gene Hopkins, Albert Nolte, Goldie Brody, Angela Hudson, Gene Mckellen"
684,PIZZA JUMANJI,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,Games,2.99,173,NC-17,"Harvey Hope, Bela Walken, Humphrey Garland, Gene Mckellen, Daryl Crawford"
685,PLATOON INSTINCT,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,New,4.99,132,PG-13,"Frances Tomei, Jude Cruise, Ed Chase, Will Wilson, Russell Temple"
686,PLUTO OLEANDER,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,New,4.99,84,R,"Chris Bridges, Ed Mansfield, Kirsten Paltrow, Ben Willis, Harrison Bale, Kirsten Akroyd, Sidney Crowe"
687,POCUS PULP,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,Documentary,0.99,138,NC-17,"River Dean, Johnny Lollobrigida, Tom Miranda, Ralph Cruz, Groucho Dunst"
688,POLISH BROOKLYN,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,Children,0.99,61,PG,"Vivien Bergen, Elvis Marx, Kevin Bloom, Rip Crawford, Jayne Neeson, Ralph Cruz, Morgan Williams, Fay Winslet, Alan Dreyfuss, Ian Tandy"
689,POLLOCK DELIVERANCE,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,Foreign,2.99,137,PG,"Julia Fawcett, Groucho Sinatra, Dustin Tautou, Carmen Hunt, Goldie Brody, Burt Temple"
690,POND SEATTLE,A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China,Animation,2.99,185,PG-13,"Daryl Wahlberg, Gene Hopkins, River Dean"
691,POSEIDON FOREVER,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,Sports,4.99,159,PG-13,"Ewan Gooding, Reese West, Penelope Monroe, Jennifer Davis, Grace Mostel, Sandra Kilmer"
692,POTLUCK MIXED,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,Animation,2.99,179,G,"Bette Nicholson, Kim Allen, Gregory Gooding, Laurence Bullock, Matthew Leigh, Scarlett Damon"
693,POTTER CONNECTICUT,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,Animation,2.99,115,PG,"Audrey Bailey, Jane Jackman, Cate Mcqueen, Warren Jackman, Warren Nolte, Whoopi Hurt, Al Garland"
694,PREJUDICE OLEANDER,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,Classics,4.99,98,PG-13,"Dustin Tautou, Val Bolger, Milla Peck, Christian Gable, Sylvester Dern, Michael Bolger, Kenneth Hoffman, Cary Mcconaughey, Angela Hudson, Ray Johansson"
695,PRESIDENT BANG,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,Family,4.99,144,PG,"Lucille Dee, Debbie Akroyd, Audrey Bailey, Cuba Allen, Julia Mcqueen"
696,PRIDE ALAMO,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,Animation,0.99,114,NC-17,"Warren Nolte, Greta Malden, Goldie Brody, Cate Mcqueen"
697,PRIMARY GLASS,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,Action,0.99,53,G,"Mena Temple, Val Bolger, Jayne Nolte, Charlize Dench, Mary Tandy, Kevin Bloom, Joe Swank"
698,PRINCESS GIANT,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,Documentary,2.99,71,NC-17,"Humphrey Willis, Meryl Gibson, Adam Hopper, Christian Akroyd, Ed Guiness"
699,PRIVATE DROP,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,Games,4.99,106,PG,"Nick Stallone, Cameron Zellweger, Ellen Presley, Kirsten Akroyd, Jon Chase"
700,PRIX UNDEFEATED,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,Family,2.99,115,R,"Russell Bacall, Kirsten Paltrow, Sissy Sobieski, Goldie Brody, Susan Davis, Sylvester Dern, Morgan Hopkins"
701,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,Games,2.99,155,PG-13,Olympia Pfeiffer
702,PULP BEVERLY,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,Horror,2.99,89,G,"Angela Witherspoon, Whoopi Hurt, Kirsten Paltrow, Dustin Tautou, Susan Davis, Warren Nolte, Greta Keitel"
703,PUNK DIVORCE,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,Animation,4.99,100,PG,"Christian Neeson, Christian Gable, Goldie Brody, James Pitt, Harrison Bale, Morgan Williams, Geoffrey Heston"
704,PURE RUNNER,A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse,Comedy,2.99,121,NC-17,"Milla Keitel, Cameron Streep"
705,PURPLE MOVIE,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,Foreign,2.99,88,R,"Michael Bening, Fay Wood, Mena Hopper, Audrey Bailey, Tom Mckellen, Frances Day-lewis, Chris Bridges, Daryl Crawford"
706,QUEEN LUKE,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,Drama,4.99,163,PG,"Jayne Silverstone, River Dean, Ewan Gooding, Rip Winslet, Mary Tandy, Spencer Peck"
707,QUEST MUSSOLINI,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,Action,2.99,177,R,"Jude Cruise, Renee Tracy, Jayne Neeson, Judy Dean, Gary Penn"
708,QUILLS BULL,A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia,Documentary,4.99,112,R,"Audrey Bailey, Fay Winslet, Lisa Monroe, John Suvari"
709,RACER EGG,A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California,Drama,2.99,147,NC-17,"Angelina Astaire, Zero Cage, Ralph Cruz, Anne Cronyn, Burt Temple, Fay Kilmer"
710,RAGE GAMES,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,Family,4.99,120,R,"Renee Tracy, Chris Bridges, Scarlett Damon, Jada Ryder, Albert Nolte, Groucho Williams, Kevin Garland"
711,RAGING AIRPLANE,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,Sci-Fi,4.99,154,R,"Bob Fawcett, Minnie Zellweger, John Suvari"
712,RAIDERS ANTITRUST,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,Documentary,0.99,82,PG-13,"Jennifer Davis, Kirsten Akroyd, Milla Peck, Kenneth Torn, Walter Torn, Jada Ryder"
713,RAINBOW SHOCK,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,Documentary,4.99,74,PG,"Kenneth Torn, Tom Miranda, Dustin Tautou, Jane Jackman, Kim Allen, Greta Malden"
714,RANDOM GO,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,Sci-Fi,2.99,73,NC-17,"Thora Temple, Debbie Akroyd, Nick Degeneres, Jennifer Davis, Lucille Tracy, Burt Dukakis, Reese Kilmer, Carmen Hunt, Jude Cruise, Angela Hudson, Spencer Depp, Harrison Bale, Harvey Hope"
715,RANGE MOONWALKER,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,Family,4.99,147,PG,"Russell Close, Penelope Monroe, Burt Dukakis, Rip Crawford"
716,REAP UNFAITHFUL,A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention,Horror,2.99,136,PG-13,"Christian Gable, Karl Berry, Burt Dukakis, Anne Cronyn"
717,REAR TRADING,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,Action,0.99,97,NC-17,"Jude Cruise, Laurence Bullock, Penelope Monroe, Kenneth Pesci, Natalie Hopkins, Lucille Tracy, Dan Torn, Fred Costner"
718,REBEL AIRPORT,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,Music,0.99,73,G,"Uma Wood, Sean Williams, Spencer Peck, Spencer Depp, Salma Nolte, Emily Dee"
719,RECORDS ZORRO,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,Sports,4.99,182,PG,"Jayne Neeson, Ben Willis, Morgan Hopkins, Rita Reynolds, Ewan Gooding, Christopher West, William Hackman, Meryl Allen"
720,REDEMPTION COMFORTS,A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China,New,2.99,179,NC-17,"Debbie Akroyd, Albert Johansson, Kenneth Paltrow, Audrey Olivier, Milla Keitel"
721,REDS POCUS,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,Music,4.99,182,PG-13,"Warren Nolte, Spencer Peck, Jennifer Davis, Jodie Degeneres, Chris Bridges"
722,REEF SALUTE,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,Horror,0.99,123,NC-17,"Joe Swank, Kenneth Paltrow, Penelope Monroe, Michael Bening"
723,REIGN GENTLEMEN,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,Sci-Fi,2.99,82,PG-13,"Morgan Hopkins, Alec Wayne, Johnny Cage"
